cycle_id,size,weight,id,harvested_at,status
16341,64,528,9157,1/8/2022,Partial
16341,31,431,9546,2/15/2022,Full
16341,61,5,9547,2/15/2022,Full
16341,30,23,9548,2/15/2022,Full
16341,61,5,9549,2/15/2022,Full
16393,130.71,158.88,12116,7/24/2022,Full
17753,126.8,2750,10488,4/25/2022,Failed
16360,93,200,13742,9/20/2022,Full
16360,120,250,13743,9/20/2022,Full
18559,220,450,13624,9/25/2022,Full
15316,83,3000,13687,8/27/2022,Failed
19529,120,450,11492,7/4/2022,Partial
19529,88,250,11952,7/17/2022,Partial
19529,75,310,12142,7/25/2022,Full
18253,187,250,15640,1/7/2023,Partial
18253,180,108.5,15641,1/7/2023,Partial
18253,187,86.46,15680,1/7/2023,Partial
18253,121,500,15890,1/18/2023,Full
18253,121,440.86,15891,1/18/2023,Full
18253,121,430.46,15892,1/18/2023,Full
18253,121,97.48,15893,1/18/2023,Full
16091,90,159.7,13507,10/3/2022,Full
16091,90,23.5,13511,10/3/2022,Full
16091,90,4.5,13532,10/3/2022,Full
15756,161,1.24,16827,2/27/2023,Partial
15756,120,1.66,16830,3/6/2023,Partial
15756,130,1.38,16831,3/6/2023,Partial
15756,95,2.29,16832,3/13/2023,Partial
15756,65,2.41,17085,3/27/2023,Partial
15756,79,2.47,17087,3/20/2023,Partial
15756,57,2.59,17294,4/3/2023,Partial
15756,52,2.71,17297,4/9/2023,Partial
15756,51,865.6,17300,4/11/2023,Full
15756,90,30.5,17303,4/11/2023,Full
15756,60,16,17306,4/11/2023,Full
15773,80,95.8,12089,7/22/2022,Full
17626,138,262.85,14344,11/5/2022,Full
19370,40,10300,13024,8/25/2022,Full
17438,68.15,449.26,6356,8/4/2021,Partial
17438,51.8,1086.95,6555,8/17/2021,Full
14587,120,250,13078,7/26/2022,Full
18237,20.6,5610,17779,5/5/2023,Full
22813,159.4,324.5,15576,11/15/2022,Partial
22813,113,674,15589,11/29/2022,Partial
22813,80.7,1147,15590,12/19/2022,Partial
22813,68.3,3147.7,16128,1/13/2023,Full
19124,143,661.2,14543,10/28/2022,Full
19124,180,330,14544,10/28/2022,Full
19124,180,39.6,14545,10/28/2022,Full
19124,180,22.15,14546,10/29/2022,Full
19124,141,974.1,14563,10/23/2022,Full
19124,170,2,14564,10/23/2022,Full
19124,170,20,14565,10/23/2022,Full
16573,112,667.8,14160,8/23/2022,Partial
16573,80.9,1259.4,14161,9/3/2022,Partial
16573,58,1339,14162,9/13/2022,Partial
16573,42.1,1196.2,14163,9/27/2022,Partial
16573,33.9,4193.6,14164,10/7/2022,Full
18149,121,277,10858,5/29/2022,Partial
18149,86,209,10986,6/10/2022,Partial
18149,67,200,11185,6/23/2022,Partial
18149,54.25,124.9,11372,7/3/2022,Partial
18149,43,770,11953,7/18/2022,Full
19065,53.01,1234,9400,1/10/2022,Full
23529,146,395,15668,1/9/2023,Partial
23529,190,30,15752,1/9/2023,Partial
23529,190,12,15759,1/9/2023,Partial
23529,126,570.7,15819,1/17/2023,Partial
23529,126,512.74,15876,1/17/2023,Partial
23529,126,25,15879,1/17/2023,Partial
23529,126,15,15880,1/17/2023,Partial
23529,180,2.54,15988,1/17/2023,Partial
23529,180,15,15991,1/17/2023,Partial
23529,180,0.42,15992,1/17/2023,Partial
23529,76,998.72,16432,2/19/2023,Full
23529,126,114.84,16441,2/19/2023,Full
23529,126,14,16442,2/19/2023,Full
23529,76,1.92,16457,2/19/2023,Full
23529,126,0.94,16461,2/19/2023,Full
23529,126,1.18,16466,2/19/2023,Full
23529,126,1,16467,2/19/2023,Full
23529,126,1.02,16468,2/19/2023,Full
23529,126,1.02,16469,2/19/2023,Full
23529,126,1.08,16470,2/19/2023,Full
23529,126,1.34,16471,2/19/2023,Full
23529,126,5,16472,2/19/2023,Full
23529,180,1.24,16474,2/19/2023,Full
23529,180,1,16475,2/19/2023,Full
23529,180,0.84,16476,2/19/2023,Full
23529,180,8,16477,2/19/2023,Full
23529,180,1,16478,2/19/2023,Full
23529,180,1,16479,2/19/2023,Full
23529,180,1,16480,2/19/2023,Full
23529,180,1,16481,2/19/2023,Full
23529,180,1,16482,2/19/2023,Full
15301,82.91,614.32,16539,2/26/2023,Partial
15301,150,12.1,16540,2/26/2023,Partial
15301,62.39,685.2,16678,3/12/2023,Partial
15301,100,33.19,16679,3/12/2023,Partial
15301,49.86,511.21,17067,3/30/2023,Partial
15301,100,9.26,17068,3/30/2023,Partial
15301,39.82,890.24,17420,4/14/2023,Full
15301,70,8.24,17421,4/14/2023,Full
15804,275.6,695.86,14840,12/1/2022,Full
15804,275.6,120.64,14841,12/1/2022,Full
15804,275.6,51.87,14842,12/1/2022,Full
16250,44,1500,13558,6/12/2021,Full
15487,28.4,5709,14937,11/22/2022,Full
15106,246,39.89,10306,4/19/2022,Full
20666,140,184,14413,11/10/2022,Full
12705,160,60,16536,2/28/2023,Partial
12705,110,220,16625,3/10/2023,Partial
12705,110,180,16671,3/12/2023,Full
17717,100,149.52,9106,11/13/2021,Partial
17717,89,102.71,9108,11/30/2021,Partial
17717,67,127.35,9109,12/20/2021,Full
18925,150,351,15580,11/23/2022,Partial
18925,101.4,645.5,15598,12/14/2022,Partial
18925,77.5,2295.1,15749,1/6/2023,Full
19316,16.7,4457,16371,2/14/2023,Full
14220,500,20,17186,4/7/2023,Full
17726,83.61,567.42,15283,12/19/2022,Partial
17726,83.61,19.43,15284,12/19/2022,Partial
17726,63.58,758.55,15507,1/3/2023,Partial
17726,63.58,22.68,15527,1/3/2023,Partial
17726,60.36,761.14,15777,1/12/2023,Full
17726,60.36,49.43,15778,1/12/2023,Full
18427,153,440.66,15658,1/8/2023,Partial
18427,153,20,15660,1/8/2023,Partial
18427,192,33,15690,1/8/2023,Partial
18427,192,3.2,15771,1/8/2023,Partial
18427,119,597.22,15818,1/17/2023,Partial
18427,119,575.42,15875,1/17/2023,Partial
18427,180,11,15995,1/17/2023,Partial
18427,225,9.02,16006,1/17/2023,Partial
18427,98,1018.82,16103,1/25/2023,Full
18427,182.5,52.34,16110,1/25/2023,Full
18427,182.5,3,16327,1/25/2023,Full
18427,225,1.78,16335,1/17/2023,Partial
17742,220,150,17568,4/23/2023,Full
15068,98.9,898.13,14125,10/22/2022,Partial
15068,72.2,868.08,14303,11/3/2022,Partial
15068,63.9,5113,14414,11/10/2022,Full
15942,350,34,17098,3/22/2023,Partial
15942,344,80,17099,3/29/2023,Full
16136,32.5,5449,18138,5/23/2023,Full
15490,115,886.55,14182,8/23/2022,Partial
15490,82.1,1220,14183,9/3/2022,Partial
15490,55,980.9,14184,9/13/2022,Partial
15490,40.1,985,14185,9/27/2022,Partial
15490,31.2,3229.8,14186,10/12/2022,Full
17043,83,223.4,16355,2/14/2023,Partial
17043,115,21.65,16358,2/14/2023,Partial
17043,37,451.86,16764,3/15/2023,Full
17043,37,14,16765,3/15/2023,Full
17043,56,45.66,16766,3/15/2023,Full
17043,56,8.6,16767,3/15/2023,Full
17043,43,2.3,16798,3/11/2023,Partial
17187,200,90,17355,4/12/2023,Full
15516,57.74,208.35,15528,1/3/2023,Full
15516,57.74,6.05,15529,1/3/2023,Full
15516,57.74,7.8,15530,1/3/2023,Full
16575,37.4,2325,18860,6/21/2023,Full
16563,109,1192.85,14150,8/23/2022,Partial
16563,72.1,904.9,14151,9/3/2022,Partial
16563,55,911,14152,9/13/2022,Partial
16563,42.2,841.9,14153,9/27/2022,Partial
16563,32.3,3362.8,14154,10/12/2022,Full
18591,99,40,17382,4/16/2023,Partial
18591,65,40,17817,4/30/2023,Partial
18591,50,40,17858,5/12/2023,Partial
18591,47,80,17977,5/16/2023,Full
20660,153,424.34,15665,1/9/2023,Partial
20660,119,547.06,15824,1/17/2023,Partial
20660,119,506.24,15872,1/17/2023,Partial
20660,225,40.82,16003,1/17/2023,Partial
20660,106,1188.58,16107,1/25/2023,Full
20660,182.5,69.24,16113,1/25/2023,Full
20660,182.5,24.66,16331,1/25/2023,Full
16267,89.3,531.06,15279,12/19/2022,Partial
16267,89.3,31.15,15280,12/19/2022,Partial
16267,71.91,654.23,15523,1/2/2023,Partial
16267,71.91,30.39,15524,1/2/2023,Partial
16267,72.93,729.84,15775,1/12/2023,Full
16267,72.93,166.83,15776,1/12/2023,Full
17739,98,100,9121,11/13/2021,Partial
17739,81,122.2,9122,11/30/2021,Partial
17739,64,145.5,9123,12/20/2021,Full
22307,160,250,12213,7/25/2022,Full
19687,150,250,10726,4/25/2022,Full
19687,227,130,11863,7/15/2022,Partial
19687,208,74,12152,7/27/2022,Full
15832,88.2,276.5,16607,3/7/2023,Partial
15832,65.6,392.6,16899,3/21/2023,Partial
15832,53.4,436,17195,4/4/2023,Partial
15832,46,2289.75,17823,4/11/2023,Full
18635,250,39,14264,10/30/2022,Full
21595,91,658.17,17950,5/17/2023,Partial
21595,200,0.07,18001,5/17/2023,Partial
21595,91,0.39,18020,5/17/2023,Partial
21595,91,0.11,18083,5/17/2023,Partial
21595,78,666.84,18213,5/27/2023,Partial
21595,150,2.85,18214,5/27/2023,Partial
21595,58,212,18829,6/21/2023,Partial
21595,58,8.29,18830,6/21/2023,Partial
21595,49,1720.88,19264,7/3/2023,Full
21595,72,134.44,19265,7/3/2023,Full
21595,49,123.99,19266,7/3/2023,Full
19530,85,4200,13757,10/10/2022,Failed
17729,81,300,12455,8/10/2022,Full
20521,300,300,15661,1/6/2023,Failed
18359,122,1365.4,14504,10/17/2022,Full
18359,163,154.85,14505,10/17/2022,Full
15289,120.4,271,14436,11/12/2022,Full
15289,120.4,18.5,14437,11/12/2022,Full
17628,20.8,5499,15838,1/16/2023,Full
12868,71.37,333.22,12465,8/1/2022,Partial
12868,90.39,323.54,12468,7/19/2022,Partial
12868,63.53,1667.36,12469,8/12/2022,Full
21098,141,130.69,9132,11/27/2021,Partial
21098,99,135.76,9133,12/8/2021,Partial
21098,88,165.06,9134,12/16/2021,Partial
21098,62,132,9136,1/5/2022,Full
19369,110,1800.65,14506,10/17/2022,Full
19369,110,1.5,14507,10/17/2022,Full
19369,163,129.8,14508,10/17/2022,Full
19369,163,90,14509,10/17/2022,Full
19369,163,330,14510,10/17/2022,Full
19253,99,142,15447,11/17/2021,Partial
19253,77,78,15448,12/1/2021,Partial
19253,53,250,15449,12/11/2021,Full
9095,130,70,19484,7/9/2023,Full
15782,128.47,540.39,15540,1/3/2023,Partial
15782,128.47,4.44,15541,1/3/2023,Partial
15782,90.28,766.59,15922,1/21/2023,Partial
15782,90.28,23.25,15923,1/21/2023,Partial
15782,78.74,1557.61,16169,2/2/2023,Full
15782,78.74,31.89,16170,2/2/2023,Full
13308,69.87,5875.57,9385,1/1/2022,Full
19214,104.77,360.75,12113,7/24/2022,Full
19214,104.77,18.64,12114,7/24/2022,Full
19214,104.77,1.8,12115,7/24/2022,Full
14630,92,677.6,17942,5/17/2023,Partial
14630,190,1.53,17993,5/17/2023,Partial
14630,92,0.39,18012,5/17/2023,Partial
14630,92,0.11,18092,5/17/2023,Partial
14630,71,648.06,18197,5/27/2023,Partial
14630,150,3.39,18198,5/27/2023,Partial
14630,54,524.45,18587,6/13/2023,Partial
14630,120,2.01,18588,6/13/2023,Partial
14630,54,1.27,18589,6/13/2023,Partial
14630,49,488.77,18817,6/21/2023,Partial
14630,49,9.18,18818,6/21/2023,Partial
14630,43,3225.15,19260,7/3/2023,Full
14630,72,60.12,19261,7/3/2023,Full
14630,43,233.08,19262,7/3/2023,Full
18937,97.35,0.5,5903,6/18/2021,Partial
18937,97.35,400.59,5904,6/18/2021,Partial
18937,70.06,438.53,5996,6/30/2021,Partial
18937,70.06,2.66,5997,6/30/2021,Partial
18937,58.02,445.07,5998,7/8/2021,Partial
18937,58.02,4.8,5999,7/8/2021,Partial
18937,43.358,2287.2,6437,7/28/2021,Full
18937,43.358,39,6438,7/28/2021,Full
21020,30.8,376.2,18500,6/6/2023,Full
18923,120,528.4,10112,3/27/2022,Partial
18923,73.5,765.1,10138,4/8/2022,Partial
18923,48.99,1072.7,10349,4/20/2022,Partial
18923,50,3013.6,10357,4/21/2022,Full
18923,50,276.65,10358,4/21/2022,Full
16509,175,295,15142,12/10/2022,Full
18467,15.1,3280,15479,12/30/2022,Full
19872,48,5741,12901,8/3/2022,Full
22404,41,581,13369,9/9/2022,Full
16052,54.8,3317.5,16121,2/2/2023,Full
16052,58.4,24,16148,2/2/2023,Full
16052,54.8,59,16149,2/2/2023,Full
16708,61,348,11055,6/14/2022,Partial
16708,45.5,273.3,11384,7/2/2022,Partial
16708,69,59.14,11385,7/2/2022,Partial
16708,42,120,11616,7/9/2022,Full
17696,113.37,317.52,15894,1/23/2023,Partial
17696,113.37,25.25,15895,1/23/2023,Partial
17696,99.63,2780.21,16223,2/4/2023,Full
17696,99.63,248.51,16224,2/4/2023,Full
20216,86,214.25,10921,6/4/2022,Partial
20216,150,18.05,10922,6/4/2022,Partial
20216,64,206,11088,6/17/2022,Full
20216,106,61.95,11089,6/17/2022,Full
20992,88.33,580.58,12341,8/5/2022,Full
20992,88.33,38.43,12342,8/5/2022,Full
19681,137,436.34,15669,1/9/2023,Partial
19681,118,585.22,15810,1/16/2023,Partial
19681,118,525.48,15858,1/16/2023,Partial
19681,180,50,15973,1/17/2023,Partial
19681,180,0.44,15987,1/17/2023,Partial
19681,180,9.3,15989,1/17/2023,Partial
19681,100,1148.6,16090,1/24/2023,Full
19681,100,4.72,16091,1/24/2023,Full
19681,245,4.76,16099,1/24/2023,Full
19681,195,1.94,16101,1/24/2023,Full
19681,100.3,3.2,16115,1/24/2023,Full
19681,100.3,2,16119,1/24/2023,Full
22273,75,205,15335,12/23/2022,Full
19098,100.94,99.05,13276,9/19/2022,Partial
19098,82.29,154.96,13467,9/30/2022,Partial
19098,82.29,0.8,13479,9/30/2022,Partial
19098,59.22,2388.88,14053,10/25/2022,Full
19098,59.22,55.14,14054,10/25/2022,Full
17456,132.7,435.5,15604,12/5/2022,Partial
17456,101,482,15739,12/27/2022,Partial
17456,65.2,4370.5,16138,1/25/2023,Full
21182,155.32,331.52,16674,3/12/2023,Partial
21182,71.94,1092.32,17418,4/14/2023,Full
21182,120,12.56,17419,4/14/2023,Full
21182,120,13.86,17689,4/14/2023,Full
18920,112.9,86.2,13566,1/26/2021,Partial
18920,69,212.1,13567,2/11/2021,Partial
18920,44.4,140.5,13568,3/2/2021,Full
19375,120,450,10651,5/7/2022,Full
19375,208,122.5,11789,7/12/2022,Partial
19375,208,122.5,11868,7/12/2022,Partial
19375,170,220,12072,7/21/2022,Full
15288,24.2,5467,17262,3/19/2023,Full
16336,85.85,403.28,18523,6/10/2023,Full
17687,500,20,11181,6/12/2022,Full
15853,110.36,312.74,13269,9/19/2022,Partial
15853,110.36,1.32,13279,9/19/2022,Partial
15853,82.64,231.59,13461,9/30/2022,Partial
15853,82.64,2.47,13472,9/30/2022,Partial
15853,60.92,4663.95,14049,10/26/2022,Full
15853,60.92,153.97,14050,10/26/2022,Full
16155,63,426.3,11580,7/6/2022,Failed
16155,63,74.95,11581,7/6/2022,Failed
16251,107,141,12569,7/27/2022,Full
16251,200,300,12570,7/27/2022,Full
16799,213,219.35,15555,1/5/2023,Partial
16799,328,35.63,15556,1/5/2023,Partial
16799,203,398,15786,1/15/2023,Full
15970,20.4,4783,14936,11/23/2022,Full
20834,94.78,320.21,16541,2/26/2023,Partial
20834,160,7.06,16542,2/26/2023,Partial
20834,71.13,585.62,16680,3/12/2023,Partial
20834,110,27.87,16681,3/12/2023,Partial
20834,52.72,505.33,17069,3/30/2023,Partial
20834,90,7.28,17070,3/30/2023,Partial
20834,41.58,851.2,17422,4/14/2023,Full
15503,160,200,19565,7/11/2023,Full
19696,95.17,304.47,13263,9/19/2022,Partial
19696,95.17,3.03,13264,9/19/2022,Partial
19696,77.98,281.84,13457,9/30/2022,Partial
19696,77.98,4.15,13468,9/30/2022,Partial
19696,62.58,455.29,13634,10/11/2022,Partial
19696,62.58,2.5,13635,10/11/2022,Partial
19696,55.68,3232.26,13880,10/19/2022,Full
19696,55.68,60.27,13881,10/19/2022,Full
14096,124,121,13067,9/9/2022,Partial
14096,95,190,13250,9/20/2022,Partial
14096,73,300,13431,10/1/2022,Partial
14096,300,73,13434,10/1/2022,Partial
14096,59,334,13663,10/11/2022,Partial
14096,55,1098,13794,10/16/2022,Full
17941,124.28,102.22,19008,6/27/2023,Full
17941,124.28,51.5,19379,6/27/2023,Full
18134,89,737.6,4745,4/12/2021,Partial
18134,78,2540.3,4910,4/20/2021,Failed
20610,146.4,357.5,15578,11/15/2022,Partial
20610,83.8,1040,15594,12/19/2022,Partial
20610,113,677,15595,11/29/2022,Partial
20610,65.8,348,15746,1/10/2023,Partial
20610,57.7,3224.3,16132,1/19/2023,Full
17063,165,200,13403,9/16/2022,Full
16167,25.3,5383,14940,12/6/2022,Full
16611,94.5,1170,10292,4/17/2022,Partial
16611,84,664.6,10496,4/29/2022,Partial
16611,62.5,706.4,10772,5/20/2022,Partial
16611,55.1,3368.1,10878,5/30/2022,Full
19640,79.09,620.1,11554,6/6/2022,Full
19640,158.62,23.29,11555,6/6/2022,Full
20750,104,1099.6,19427,6/6/2023,Full
18789,80,120,11381,6/28/2022,Full
20989,32,5400,15354,12/16/2022,Full
19671,74,400,14708,11/22/2022,Full
16958,81.9,948.11,14124,10/22/2022,Partial
16958,62.9,949.53,14302,11/3/2022,Partial
16958,44.1,1187.26,14627,11/20/2022,Partial
16958,38.6,6090.19,14796,11/30/2022,Full
21967,109,1288.15,14515,10/18/2022,Full
21967,109,3.3,14516,10/18/2022,Full
21967,109,196.75,14517,10/18/2022,Full
21967,177,85.4,14518,10/18/2022,Full
16055,47,4100,12427,7/30/2022,Full
19078,23.5,4827,15963,1/19/2023,Full
20407,70.35,876.74,6351,8/4/2021,Partial
20407,51.83,1446.1,6553,8/17/2021,Full
10703,109.51,375.8,16071,1/30/2023,Partial
10703,202,46.99,16072,1/30/2023,Partial
10703,106.75,822.59,16342,2/12/2023,Full
10703,210,188.35,16343,2/12/2023,Full
7615,30.8,5472,18441,6/6/2023,Full
23359,117,432.3,13817,10/14/2022,Partial
23359,108,1121.42,14194,10/22/2022,Full
23359,108,347.77,14195,10/22/2022,Full
23359,117,146.4,14454,10/14/2022,Partial
23359,108,1121.42,14458,10/12/2022,Partial
23359,108,347.77,14459,10/12/2022,Partial
17405,84.38,257.93,16073,1/30/2023,Partial
17405,138,35.81,16074,1/30/2023,Partial
17405,75.75,953.01,16346,2/12/2023,Full
17405,132,196.56,16348,2/12/2023,Full
17405,110,11.17,16350,2/12/2023,Full
21598,100,313.27,13287,9/18/2022,Partial
21598,100,0.88,13299,9/18/2022,Partial
21598,79.53,135.25,13489,9/29/2022,Partial
21598,79.53,2.55,13500,9/29/2022,Partial
21598,64.05,299.01,13640,10/10/2022,Partial
21598,64.05,10.21,13641,10/10/2022,Partial
21598,60.75,3311.11,13856,10/18/2022,Full
21598,60.75,151.17,13857,10/18/2022,Full
9106,103.62,364.22,13275,9/19/2022,Partial
9106,103.62,1.37,13285,9/19/2022,Partial
9106,79.09,299.96,13466,9/30/2022,Partial
9106,79.09,2.64,13478,9/30/2022,Partial
9106,68,382.1,13668,10/11/2022,Partial
9106,68,5.27,13669,10/11/2022,Partial
9106,62.74,4060.63,13888,10/20/2022,Full
9106,62.74,101.02,13889,10/20/2022,Full
15983,150,210,19495,7/7/2023,Full
16802,100,1700,12718,6/28/2022,Failed
18360,102,472,16017,1/28/2023,Partial
18360,102,460,16053,1/28/2023,
18360,88,303,16210,2/4/2023,Partial
18360,75.1,524.2,16268,2/10/2023,Partial
18360,69.4,947.4,16372,2/16/2023,Partial
18360,69.4,958.6,16390,2/17/2023,Partial
18360,69.4,229.28,16422,2/18/2023,Full
18360,140.6,404.8,19026,5/29/2023,
18360,116.6,403.2,19029,6/5/2023,
18360,100,575,19031,6/12/2023,
18360,89.7,337.5,19032,6/19/2023,
18360,76.92,628.62,19034,6/23/2023,
18360,63.5,523.46,19157,7/1/2023,
18360,185,470.5,19162,10/1/2022,
18360,58,573.1,19555,7/9/2023,
18360,54,491.1,19557,7/10/2023,
18360,52,534.14,19631,7/14/2023,
18360,51,469.6,19632,7/14/2023,
18360,49,528.12,19654,7/15/2023,
18360,100,50,19655,7/15/2023,
17885,108,240,14660,11/19/2022,Partial
17885,79,240,14843,11/26/2022,Partial
17885,59,193,14903,12/7/2022,Partial
17885,41.5,1120,15252,12/20/2022,Full
18755,83,480.5,11223,6/25/2022,Full
18755,134,62.5,11224,6/25/2022,Full
18755,83,29.3,11227,6/25/2022,Full
15434,63,300,18109,9/26/2018,Full
18148,22.2,4817,16015,1/25/2023,Full
15307,134.64,257.3,17667,5/1/2023,Partial
15307,107.58,815.46,17914,5/13/2023,Full
15307,215,21.8,17916,5/13/2023,Full
16008,160,100,17056,3/31/2023,Partial
16008,110,215,17248,4/10/2023,Partial
16008,120,630,17342,4/12/2023,Full
19484,180,60,17100,3/29/2023,Partial
19484,160,340,17101,4/2/2023,Full
18604,125,205,13722,10/10/2022,Full
20615,22.1,6064,16516,2/22/2023,Full
19808,226,475.45,14343,11/5/2022,Full
